address,matic_balance
0x5c746b7822cf410c2cbc82e9845cf24fddb7d3fb,9.917871468602083
0x58298c17477c28c39c232b248c65b6a483f605e7,9.902871517715509
0x041f998bc988a7ea51f125ef2b9064637e138a03,9.917970855250884
0x6830794c66d783065690d5b8ff6cf78ad911503e,2.7350494223056896
0x1f4f78f5ce1202e00b4ef35c2b77bbedd8393013,1.0921125557554408
0x03d217712e1f8c4bdc1fe4ce636c076e6f5da869,0.7242816113723662
0x79b7b6115898f10a0314bf01ad414c005d5ad291,0.838617754707212
0x1bd084f3180eb2556cfdb7ce1f1223a7181056b8,2.066810810053656
0x37c81c4780b020cb6f8458230926ef73ad717db9,9.915070457880722
0x5b8354c01d30ff6211171c7796f1dc05b99b4b8a,6.2999999318738e-05
0xc1f716f0f7adc9e78c9ee495e6a63ae039975326,0.01513892127006038
0x96cafa20301844adfa07b0024f2b5d5c0cdd81cd,9.902371117823623
0x15205efcecabdd2bf786628a21abf9155d3b46bb,9.903071915096893
0x922ac5a51a7e3b18760577efd68eefde33d18d21,6.761755404070936
0x0c7fa815aa77a5bee3c619c97003fb91757f7469,2.124050349955594
0x16163308a44d4f2542c53b34d91b3ff81edace3e,2.1677375199438056
0xd747e888bdf3997515dcf961b78f8b85027dd785,19.683993781196325
0xb2be09e9deaebe23ba47944c2cbaaf8fd1bd634e,0.013533193487846889
0x5e271af753f9d12f35965dff82d1623cb8d3c5ac,1.8134456707062376
0x507b38d493d3f793075a6a2c8e818fd80f08d48d,2.0685482113913003
0x1cd15b47d0224febb5ed5a2a8657e4025126ea19,1.986370849827773
0xd248819434a01d920d4f662350ef33766277b388,0.5671442654240617
0xe733d8cd40a84180c19c5753a40f2bef783a4523,9.914671515904864
0x78bc5ed7ddae25cc2c1a56d8dac7075f7d5c8d5f,9.90977085532488
0x22c542e7e1bdd81a43c770fbb99fc916ac51861d,1.820650250027174
0x0ee6c964289d64b0ca3037a1a1a59bbacf48357c,3.0384445520200853
0xb5fed87b8bb804d161b3fc2ea7fc64d1f5f2b71b,9.901570457892301
0x06d3a63235e1f4d0b773f48da6ac3d80321389e6,2.4128380898913253
0x6ca1a17f86afe31d7dd18609e05cca9adae25450,31.670213016634833
0x2cd9bb4b1513f9eac79f80202fb4e35829bfc101,31.32919066805404
0xa097077c0f17d70fb7a43774aeb746a97ad5078d,19.979810139993056
0x4da25cdcb5bdd01866a68ed4e5c41f982ba64eea,0.7422294851277423
0x4c9a3aa0d6336204c7c3a4de427913e4a0764100,0.8541845264740918
0xadca1e2e8fc2838162c73ab4929ab33237c54a13,9.916270447273652
0x0a2ef3877ed4240a3f13feac6779827eb7cf01cd,9.909671120254298
0x89548149e8c811f945e65bd2be3f81fcd6d08c1a,1.3284117900718266
0x7e0bd1fa875ddd8d9f3176f4e51f1bd5ca17f609,2.7014136900067207
0xbd1a4f7a7975d065a8ebbfcb16611f78af8fb9af,3.8773902144174017
0xc6d7aaeb581099b7edce106e52594eb0b201a009,1.6563259034476492
0xec68f653dd89adede2d8c0e5fbff93af90cefdaf,2.819122129888375
0xff84375d5485d406c3defe54e8390084ee0ceca2,1.6652231094342549
0x8d842be19d1a21f1ff1e77c7d276d296ceae465c,3.5607574099664103
0xfe74c35397a8535ab21e7f0c751885e6edaf1f36,0.8489439499637472
0xc3a25fc8ae213b20a6efc27b0c9119378889545b,0.9627578199945639
0x9a5908b14e9e6064a225aae9b5a6841ff94c475f,1.0866345699790292
0x37af316b686a7e766bbf78c69298214fd3b7155f,9.918670457788556
0x18187a301bb0a75d5afdabc7c7a9af1523c9ecd8,9.908471517743704
0xede71272f571ae8d33ed173a0fd640ac250da2bf,0.9027757
0x8405cfa1e0345843eb5a5c19b9b1d4e53287ec8f,2.5121879599531978
0x44faef5a12c25fc692fc9f8fd322a0494431b5c1,1.5380603999816065
0x7e71608ae5225128031e648e69d52cf21ddce1c7,1.9063685001092425
0x664eafc8320e59e37cc3f721fec1af7d5c7e7262,1.744964563379261
0xfd12ab1d43bedd28e8c6d934dee4ed91c666b547,1.1671042799935283
0x2776315b972c2bdac9f923c6bbe494da4cc7cf9c,20.199809419989887
0x5ed7effe67cfd3e8d201e2601b3191e3745a6010,0.6596423180474079
0xfb4e02df095895695ca1996577fa1ad71a7d0cff,9.910171120246563
0x997c3c49951b90434f39ab96addee1c34b966139,9.90727151762304
0x620cf8cae0921cd032744cf360797f704d03d6df,3.8148142500089506
0x01ada717ea44ff77aca6605509975a499d0b82ca,2.0341339626350936
0x6cc28f605162e98020c38d4dcc90ba517793a05a,2.572231886132565
0x849badd8c8d4a95df93607249f5dc0326c156dcf,0.16259270025833372
0x07a72baa5b06f09ab7b7cc9ced346ef0722934a0,9.910770457872127
0xb0a3b90d4c1bdd317c28d86d9be297fe83f55526,3.6161744285274136
0x3a1137e7cde430d1a40b14156df44072de48d1cc,3.588071569953587
0xa432230e536d9e38ec25718c89f3cd64c3b97633,1.7592323798906893
0x69fd3a0b2d4afc8a3fb9323a5081aa84449d6b3d,0.9183123999950817
0xf0e1788a3708b41fe0fa8748b32ee1717ffb919b,2.678247268493353
0xa1715e4fd1b89c49304a7ab1558d511409c9d96e,9.910971517590177
0xe9516e3209cb018a90a3e6c8ae5a76d8f024c2d4,9.914370457728323
0x6cf11712a2f7b45df49ef985c4101e7ca853911d,0.5884195148735721
0x57147be472ff10b75517a864c006ad4def474a67,1.5499824200393373
0xdef66eb9c9517e2bcb693608db1ded0939bf4dae,2.0727921018178725
0x60f14ec5319d5e42795063fd6abfc9569180b09f,9.908371464746864
0xa75bb5975c1e1fad2c0eb8b7c9912edf1da8ae1f,9.901570457613031
0x91b82453475eb2691976b7aac91e209caa4c70ab,9.907770855295219
0xc54afb97b24200dea016a2a5757ee9a57dd7cded,9.902271120170639
0xb8a5e05cfd878269cf57e0c3dc56abd694be5f66,0.8846118
0x6c49c2b8128888ffabb68ef8cb48cbfa79b33aea,3.822774366734641
0xc0420d6e4291d5074a2fea4186bcf53dc65cf11f,0.6850198445498796
0x7f605e8618aef2ebf954feae834f511662dfd43c,9.917770855347046
0x081063f986705bad9b7396d49ef0eda22b843f8d,9.909766886429392
0x9acaec7f56892b99b01029a91834c26eeffc5bb4,19.690360184076386
0x5ab078f738a0bd4836b52a3c75434d67d9b125a0,9.919171517716487
0x216a46f81ac7518d5833dc295f9acea850995f02,0.8888514912994646
0x5942655737a5d29a411eac55d7fb117ccb5db5ae,5.033675025225274
0x3501c408e20fdf27bee5f5fb37613faaab5a1084,6.2999999880345e-05
0x79952c84cf7dc5a84f71dec4c2dc07244fb70803,2.777783291233745
0xdcca98ca1fb655344ddcae74d56026bc7789bf2d,9.911571517698974
0xf7edfda5ced5178554b66856523002fa5b944338,9.900770855167709
0x1befdcb0bc09e985ff89f08facce11a056f97daf,0.9681814040080571
0x0da1f25ad544f292d035eadee66da8cade8c9ef8,0.7556868302792993
0x8a829181e99ef58bb3fb0a5ceb509761ce8acfb8,0.8697741313261261
0x4332358d9d35f39c6f5cdd5ae6939f18c28fff35,0.6963532123059775
0xa7df13e94c6f569f6322179146cd21ec4fd9d378,10.489923329986935
